Institution Code (six-digit OPEID),Institution Name,City,State,Zip,Institution Type,CIP Code,CIP Name,Credential Level,Official Program Pass/Zone/Fail,Appeal Status,Debt-to-Earnings Annual Rate,Debt-to-Earnings Annual Rate Numerator,Debt-to-Earnings Annual Rate Denominator,Debt-to-Earnings Annual Rate Pass/Fail/Zone,Debt-to-Earnings Discretionary Income Rate,Debt-to-Earnings Discretionary Income Rate Numerator,Debt-to-Earnings Discretionary Income Rate Denominator,Debt-to-Earnings Discretionary Income Rate Pass/Fail/Zone,Debt-to-Earnings Transitional Rate,Debt-to-Earnings Transitional Rate Numerator,Debt-to-Earnings Transitional Rate Denominator,Debt-to-Earnings Transitional Rate Pass/Fail/Zone,Debt-to-Earnings Transitional Discretionary Income Rate,Debt-to-Earnings Transitional Discretionary Income Rate Numerator,Debt-to-Earnings Transitional Discretionary Income Rate Denominator,Debt-to-Earnings Transitional Discretionary Income Rate Pass/Fail/Zone,Mean  Annual Earnings,Median Annual Earnings
040923,COASTLINE BEAUTY COLLEGE,FOUNTAIN VALLEY,CA,927081305,PROPRIETARY LESS THAN 2 YEARS,120401,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,,0.03,4,10899,PASS,100,4,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10899,9552
040923,COASTLINE BEAUTY COLLEGE,FOUNTAIN VALLEY,CA,927081305,PROPRIETARY LESS THAN 2 YEARS,120409,AESTHETICIAN/ESTHETICIAN AND SKIN CARE SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,,0,0,8985,PASS,0,0,0,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8985,8280
040923,COASTLINE BEAUTY COLLEGE,FOUNTAIN VALLEY,CA,927081305,PROPRIETARY LESS THAN 2 YEARS,511505,MARRIAGE AND FAMILY THERAPY/COUNSELING.,01 - UNDERGRADUATE CERTIFICATE,PASS,,0,0,11355,PASS,0,0,0,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11355,7536
040923,COASTLINE BEAUTY COLLEGE,FOUNTAIN VALLEY,CA,927081305,PROPRIETARY LESS THAN 2 YEARS,513501,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,PASS,,0,0,10012,PASS,0,0,0,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10012,9600
040924,MAKE-UP DESIGNORY,BURBANK,CA,915021322,PROPRIETARY LESS THAN 2 YEARS,120406,MAKE-UP ARTIST/SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,,3.65,685,18746,PASS,62.78,685,1091,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18746,16792
040933,ACADEMY OF NATURAL THERAPY,GREELEY,CO,806313425,PROPRIETARY 2 TO 3 YEARS,513501,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,ZONE,,10.21,1473,14420,ZONE,100,1473,0,FAIL,10.21,1473,14420,ZONE,100,1473,0,FAIL,14420,13897
040963,CHARLESTON SCHOOL OF LAW,CHARLESTON,SC,294020535,PROPRIETARY 4 YEARS OR MORE,220101,LAW.,07 - FIRST PROFESSIONAL DEGREE,FAIL,A,20.42,10132,49608,FAIL,31.7,10132,31953,FAIL,21.73,10784,49608,FAIL,33.74,10784,31953,FAIL,49608,45201
041003,DENMARK COLLEGE,MERRILLVILLE,IN,464105310,PROPRIETARY LESS THAN 2 YEARS,120402,BARBERING/BARBER.,01 - UNDERGRADUATE CERTIFICATE,ZONE,,10.71,1311,12235,ZONE,100,1311,0,FAIL,20.31,2485,12235,FAIL,100,2485,0,FAIL,12235,7055
041013,CAROLINA SCHOOL OF BROADCASTING,CHARLOTTE,NC,282148085,PROPRIETARY LESS THAN 2 YEARS,090799,"RADIO, TELEVISION, AND DIGITAL COMMUNICATION, OTHER.",01 - UNDERGRADUATE CERTIFICATE,PASS,,5.13,1223,23831,PASS,19.8,1223,6176,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23831,23823
041023,NEW AGE TRAINING,NEW YORK,NY,100014006,PROPRIETARY LESS THAN 2 YEARS,510802,CLINICAL/MEDICAL LABORATORY ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,0,0,16401,PASS,0,0,0,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15237,16401
041023,NEW AGE TRAINING,NEW YORK,NY,100014006,PROPRIETARY LESS THAN 2 YEARS,520401,"ADMINISTRATIVE ASSISTANT AND SECRETARIAL SCIENCE, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,,2.01,315,15637,PASS,100,315,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15637,14909
041043,ACADEMY DI CAPELLI,WALLINGFORD,CT,064920000,PROPRIETARY LESS THAN 2 YEARS,120401,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,,6.13,957,15596,PASS,100,957,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15596,14651
041054,PENSACOLA SCHOOL OF MASSAGE THERAPY & HEALTH CAREERS,PENSACOLA,FL,325047337,PROPRIETARY LESS THAN 2 YEARS,510801,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,4.27,663,15517,PASS,100,663,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14685,15517
041054,PENSACOLA SCHOOL OF MASSAGE THERAPY & HEALTH CAREERS,PENSACOLA,FL,325047337,PROPRIETARY LESS THAN 2 YEARS,513501,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,PASS,,4.56,622,13639,PASS,100,622,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13639,12048
041063,PALM BEACH ACADEMY OF HEALTH & BEAUTY,LAKE PARK,FL,334032130,PROPRIETARY LESS THAN 2 YEARS,120401,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,,7.46,1311,17569,PASS,100,1311,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17569,14860
041063,PALM BEACH ACADEMY OF HEALTH & BEAUTY,LAKE PARK,FL,334032130,PROPRIETARY LESS THAN 2 YEARS,120408,FACIAL TREATMENT SPECIALIST/FACIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,,2.31,466,20118,PASS,18.92,466,2463,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20118,17739
041063,PALM BEACH ACADEMY OF HEALTH & BEAUTY,LAKE PARK,FL,334032130,PROPRIETARY LESS THAN 2 YEARS,513501,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,PASS,,3.86,755,19544,PASS,39.96,755,1889,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19544,15682
041123,LOUISIANA CULINARY INSTITUTE,BATON ROUGE,LA,708164109,PROPRIETARY 4 YEARS OR MORE,120503,CULINARY ARTS/CHEF TRAINING.,02 - ASSOCIATES DEGREE,PASS,,5.9,1657,28048,PASS,15.94,1657,10393,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27252,28048
041153,COACHELLA VALLEY BEAUTY COLLEGE,LA QUINTA,CA,922534501,PROPRIETARY LESS THAN 2 YEARS,120401,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,,0,0,13043,PASS,0,0,0,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13043,12568
041156,MAYFIELD COLLEGE,CATHEDRAL CITY,CA,922347014,PROPRIETARY 2 TO 3 YEARS,111099,"COMPUTER/INFORMATION TECHNOLOGY SERVICES ADMINISTRATION AND MANAGEMENT, OTHER.",01 - UNDERGRADUATE CERTIFICATE,PASS,,7.52,1019,13545,PASS,100,1019,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13545,10888
041156,MAYFIELD COLLEGE,CATHEDRAL CITY,CA,922347014,PROPRIETARY 2 TO 3 YEARS,470201,"HEATING, AIR CONDITIONING, VENTILATION AND REFRIGERATION MAINTENANCE TECHNOLOGY/TECHNICIAN.",01 - UNDERGRADUATE CERTIFICATE,PASS,,4.8,1318,27409,PASS,13.51,1318,9754,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27409,26900
041156,MAYFIELD COLLEGE,CATHEDRAL CITY,CA,922347014,PROPRIETARY 2 TO 3 YEARS,510710,MEDICAL OFFICE ASSISTANT/SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,ZONE,,8.16,1176,14410,ZONE,100,1176,0,FAIL,8.69,1253,14410,ZONE,100,1253,0,FAIL,14410,13099
041156,MAYFIELD COLLEGE,CATHEDRAL CITY,CA,922347014,PROPRIETARY 2 TO 3 YEARS,510801,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,7.07,1029,14546,PASS,100,1029,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14546,13575
041156,MAYFIELD COLLEGE,CATHEDRAL CITY,CA,922347014,PROPRIETARY 2 TO 3 YEARS,520204,OFFICE MANAGEMENT AND SUPERVISION.,01 - UNDERGRADUATE CERTIFICATE,ZONE,,8.47,978,11536,ZONE,100,978,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11536,11162
041157,REGINA'S COLLEGE OF BEAUTY,MONROE,NC,281102831,PROPRIETARY LESS THAN 2 YEARS,120401,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,FAIL,,12.07,1656,13718,FAIL,100,1656,0,FAIL,15.84,2173,13718,FAIL,100,2173,0,FAIL,13718,12646
041166,TAYLOR COLLEGE,BELLEVIEW,FL,344208714,PROPRIETARY 2 TO 3 YEARS,513801,REGISTERED NURSING/REGISTERED NURSE.,02 - ASSOCIATES DEGREE,PASS,,3.57,1449,40524,PASS,6.33,1449,22869,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40524,38588
041166,TAYLOR COLLEGE,BELLEVIEW,FL,344208714,PROPRIETARY 2 TO 3 YEARS,513999,"PRACTICAL NURSING, VOCATIONAL NURSING AND NURSING ASSISTANTS, OTHER.",01 - UNDERGRADUATE CERTIFICATE,PASS,,2.06,755,36544,PASS,3.99,755,18889,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35678,36544
041169,DIGRIGOLI SCHOOL OF COSMETOLOGY,WEST SPRINGFIELD,MA,010894623,PROPRIETARY LESS THAN 2 YEARS,120401,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,,5.98,858,14346,PASS,100,858,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14346,14059
041172,INSTITUTO EDUCATIVO PREMIER,PONCE,PR,007310000,PROPRIETARY LESS THAN 2 YEARS,110602,WORD PROCESSING.,01 - UNDERGRADUATE CERTIFICATE,PASS,,0.39,29,7315,PASS,100,29,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7315,2041
041172,INSTITUTO EDUCATIVO PREMIER,PONCE,PR,007310000,PROPRIETARY LESS THAN 2 YEARS,470104,COMPUTER INSTALLATION AND REPAIR TECHNOLOGY/TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,,0.32,24,7494,PASS,100,24,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7494,781
041173,DAYTON SCHOOL OF MEDICAL MASSAGE,DAYTON,OH,454291111,PROPRIETARY LESS THAN 2 YEARS,513501,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,PASS,,6.54,1311,20039,PASS,54.99,1311,2384,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20039,18318
041174,MILWAUKEE CAREER COLLEGE,MILWAUKEE,WI,532224305,PROPRIETARY 2 TO 3 YEARS,510801,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,7.47,1432,19167,PASS,94.7,1432,1512,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18167,19167
041175,SOLEX MEDICAL ACADEMY,WHEELING,IL,600903104,PROPRIETARY LESS THAN 2 YEARS,513501,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,PASS,,2.83,584,20617,PASS,19.71,584,2962,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20617,17844
041177,"MONROE 2 - ORLEANS BOCES, CENTER FOR WORKFORCE DEVELOPMENT",ROCHESTER,NY,146241119,PUBLIC LESS THAN 2 YEARS,150501,"HEATING, VENTILATION, AIR CONDITIONING AND REFRIGERATION ENGINEERING TECHNOLOGY/TECHNICIAN.",01 - UNDERGRADUATE CERTIFICATE,PASS,,1.99,569,28498,PASS,5.24,569,10843,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28498,27973
041177,"MONROE 2 - ORLEANS BOCES, CENTER FOR WORKFORCE DEVELOPMENT",ROCHESTER,NY,146241119,PUBLIC LESS THAN 2 YEARS,510601,DENTAL ASSISTING/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,2.48,533,21491,PASS,13.89,533,3836,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21327,21491
041183,NORTHCOAST MEDICAL TRAINING ACADEMY,KENT,OH,442404174,PROPRIETARY LESS THAN 2 YEARS,510801,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,6.57,1063,16159,PASS,100,1063,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16159,15737
041183,NORTHCOAST MEDICAL TRAINING ACADEMY,KENT,OH,442404174,PROPRIETARY LESS THAN 2 YEARS,510808,VETERINARY/ANIMAL HEALTH TECHNOLOGY/TECHNICIAN AND VETERINARY ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,4.85,783,16125,PASS,100,783,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16125,15971
041183,NORTHCOAST MEDICAL TRAINING ACADEMY,KENT,OH,442404174,PROPRIETARY LESS THAN 2 YEARS,513501,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,PASS,,5.11,779,15233,PASS,100,779,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15163,15233
041183,NORTHCOAST MEDICAL TRAINING ACADEMY,KENT,OH,442404174,PROPRIETARY LESS THAN 2 YEARS,513901,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,,6.07,1798,29584,PASS,15.07,1798,11929,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29584,28984
041184,CHICAGO ORT TECHNICAL INSTITUTE,SKOKIE,IL,600773210,"PRIVATE, NOT-FOR-PROFIT 2 TO 3 YEARS",230101,"ENGLISH LANGUAGE AND LITERATURE, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,,0,0,14256,PASS,0,0,0,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14256,11866
041184,CHICAGO ORT TECHNICAL INSTITUTE,SKOKIE,IL,600773210,"PRIVATE, NOT-FOR-PROFIT 2 TO 3 YEARS",510801,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,,2.03,307,15112,PASS,100,307,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15112,11918
041186,ACADEMY OF COSMETOLOGY,JANESVILLE,WI,535483307,PROPRIETARY LESS THAN 2 YEARS,120401,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,ZONE,A,10.05,1648,16393,ZONE,100,1648,0,FAIL,9.87,1618,16393,ZONE,100,1618,0,FAIL,16393,12674
041188,NEW YORK FILM ACADEMY,BURBANK,CA,915054068,PROPRIETARY 4 YEARS OR MORE,500506,ACTING.,01 - UNDERGRADUATE CERTIFICATE,PASS,,4.65,759,16321,PASS,100,759,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16321,16024
041188,NEW YORK FILM ACADEMY,BURBANK,CA,915054068,PROPRIETARY 4 YEARS OR MORE,500602,CINEMATOGRAPHY AND FILM/VIDEO PRODUCTION.,03 - BACHELORS DEGREE,PASS,,7.04,1251,17763,PASS,999.99,1251,108,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17763,17002
041192,CAREER COLLEGE CONSULTANTS,LOS ANGELES,CA,900411006,PROPRIETARY 2 TO 3 YEARS,510710,MEDICAL OFFICE ASSISTANT/SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,ZONE,,9.46,1311,13851,ZONE,100,1311,0,FAIL,9.46,1311,13851,ZONE,100,1311,0,FAIL,12938,13851
041192,CAREER COLLEGE CONSULTANTS,LOS ANGELES,CA,900411006,PROPRIETARY 2 TO 3 YEARS,510713,MEDICAL INSURANCE CODING SPECIALIST/CODER.,01 - UNDERGRADUATE CERTIFICATE,PASS,,4.9,1312,26772,PASS,14.39,1312,9117,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26772,23042
041192,CAREER COLLEGE CONSULTANTS,LOS ANGELES,CA,900411006,PROPRIETARY 2 TO 3 YEARS,520204,OFFICE MANAGEMENT AND SUPERVISION.,01 - UNDERGRADUATE CERTIFICATE,ZONE,,10.73,1311,12211,ZONE,100,1311,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12211,9167
041194,AVEDA INSTITUTE - SOUTH FLORIDA,DAVIE,FL,333280000,PROPRIETARY LESS THAN 2 YEARS,120401,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,ZONE,A,9.79,1788,18248,ZONE,301.51,1788,593,FAIL,11.01,2010,18248,ZONE,338.95,2010,593,FAIL,18248,16643
041194,AVEDA INSTITUTE - SOUTH FLORIDA,DAVIE,FL,333280000,PROPRIETARY LESS THAN 2 YEARS,513501,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,PASS,,6.78,1311,19320,PASS,78.73,1311,1665,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19320,17859
041203,HEALTH AND STYLE INSTITUTE,HIGH POINT,NC,272653114,PROPRIETARY LESS THAN 2 YEARS,120401,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,ZONE,A,8.79,1204,13697,ZONE,100,1204,0,FAIL,16.63,2278,13697,FAIL,100,2278,0,FAIL,13697,10276
041204,PAUL MITCHELL THE SCHOOL MIAMI,MIAMI,FL,331560000,PROPRIETARY LESS THAN 2 YEARS,120401,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,ZONE,A,9.74,1477,15151,ZONE,100,1477,0,FAIL,10.28,1559,15151,ZONE,100,1559,0,FAIL,15151,10576
041209,ARIZONA CULINARY INSTITUTE,SCOTTSDALE,AZ,852594939,PROPRIETARY LESS THAN 2 YEARS,120503,CULINARY ARTS/CHEF TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,,5.81,1425,24514,PASS,20.77,1425,6859,ZONE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24514,23912
041211,GALLERY COLLEGE OF BEAUTY (THE),CLINTON TOWNSHIP,MI,480363591,PROPRIETARY LESS THAN 2 YEARS,120401,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,,6.44,759,11779,PASS,100,759,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11779,9652
041211,GALLERY COLLEGE OF BEAUTY (THE),CLINTON TOWNSHIP,MI,480363591,PROPRIETARY LESS THAN 2 YEARS,120409,AESTHETICIAN/ESTHETICIAN AND SKIN CARE SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,,4.75,874,18373,PASS,121.72,874,718,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18373,17043
041211,GALLERY COLLEGE OF BEAUTY (THE),CLINTON TOWNSHIP,MI,480363591,PROPRIETARY LESS THAN 2 YEARS,120410,NAIL TECHNICIAN/SPECIALIST AND MANICURIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,,6.22,731,11748,PASS,100,731,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11748,10935
041215,COLUMBIA SOUTHERN UNIVERSITY,ORANGE BEACH,AL,365613815,PROPRIETARY 4 YEARS OR MORE,030103,ENVIRONMENTAL STUDIES.,03 - BACHELORS DEGREE,PASS,,2.21,1006,45512,PASS,3.61,1006,27857,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45512,44078
041215,COLUMBIA SOUTHERN UNIVERSITY,ORANGE BEACH,AL,365613815,PROPRIETARY 4 YEARS OR MORE,110103,INFORMATION TECHNOLOGY.,03 - BACHELORS DEGREE,PASS,,1.57,840,53249,PASS,2.35,840,35594,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53249,47570
041215,COLUMBIA SOUTHERN UNIVERSITY,ORANGE BEACH,AL,365613815,PROPRIETARY 4 YEARS OR MORE,150701,OCCUPATIONAL SAFETY AND HEALTH TECHNOLOGY/TECHNICIAN.,03 - BACHELORS DEGREE,PASS,,1.36,1029,75657,PASS,1.77,1029,58002,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75657,71826
041215,COLUMBIA SOUTHERN UNIVERSITY,ORANGE BEACH,AL,365613815,PROPRIETARY 4 YEARS OR MORE,150701,OCCUPATIONAL SAFETY AND HEALTH TECHNOLOGY/TECHNICIAN.,05 - MASTERS DEGREE,PASS,,1.45,1034,71090,PASS,1.93,1034,53435,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71090,66689
041215,COLUMBIA SOUTHERN UNIVERSITY,ORANGE BEACH,AL,365613815,PROPRIETARY 4 YEARS OR MORE,430103,CRIMINAL JUSTICE/LAW ENFORCEMENT ADMINISTRATION.,05 - MASTERS DEGREE,PASS,,2.08,1040,49900,PASS,3.22,1040,32245,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49900,44180
041215,COLUMBIA SOUTHERN UNIVERSITY,ORANGE BEACH,AL,365613815,PROPRIETARY 4 YEARS OR MORE,430107,CRIMINAL JUSTICE/POLICE SCIENCE.,02 - ASSOCIATES DEGREE,PASS,,1.45,593,40674,PASS,2.57,593,23019,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40416,40674
041215,COLUMBIA SOUTHERN UNIVERSITY,ORANGE BEACH,AL,365613815,PROPRIETARY 4 YEARS OR MORE,430107,CRIMINAL JUSTICE/POLICE SCIENCE.,03 - BACHELORS DEGREE,PASS,,2.01,1039,51682,PASS,3.05,1039,34027,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51682,48257
041215,COLUMBIA SOUTHERN UNIVERSITY,ORANGE BEACH,AL,365613815,PROPRIETARY 4 YEARS OR MORE,430203,FIRE SCIENCE/FIRE-FIGHTING.,02 - ASSOCIATES DEGREE,PASS,,0.77,510,65918,PASS,1.05,510,48263,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65918,65035
041215,COLUMBIA SOUTHERN UNIVERSITY,ORANGE BEACH,AL,365613815,PROPRIETARY 4 YEARS OR MORE,430203,FIRE SCIENCE/FIRE-FIGHTING.,03 - BACHELORS DEGREE,PASS,,1.36,947,69266,PASS,1.83,947,51611,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69220,69266
041215,COLUMBIA SOUTHERN UNIVERSITY,ORANGE BEACH,AL,365613815,PROPRIETARY 4 YEARS OR MORE,510701,HEALTH/HEALTH CARE ADMINISTRATION/MANAGEMENT.,03 - BACHELORS DEGREE,PASS,,2.65,966,36430,PASS,5.14,966,18775,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36430,35677
041215,COLUMBIA SOUTHERN UNIVERSITY,ORANGE BEACH,AL,365613815,PROPRIETARY 4 YEARS OR MORE,520201,"BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL.",02 - ASSOCIATES DEGREE,PASS,,1.75,510,29003,PASS,4.49,510,11348,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29003,26175
041215,COLUMBIA SOUTHERN UNIVERSITY,ORANGE BEACH,AL,365613815,PROPRIETARY 4 YEARS OR MORE,520201,"BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL.",03 - BACHELORS DEGREE,PASS,,2.34,1008,42973,PASS,3.98,1008,25318,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42973,40599
041215,COLUMBIA SOUTHERN UNIVERSITY,ORANGE BEACH,AL,365613815,PROPRIETARY 4 YEARS OR MORE,520201,"BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL.",05 - MASTERS DEGREE,PASS,,1.76,1035,58751,PASS,2.51,1035,41096,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58751,53077
041215,COLUMBIA SOUTHERN UNIVERSITY,ORANGE BEACH,AL,365613815,PROPRIETARY 4 YEARS OR MORE,521001,"HUMAN RESOURCES MANAGEMENT/PERSONNEL ADMINISTRATION, GENERAL.",03 - BACHELORS DEGREE,PASS,,2.33,1005,43113,PASS,3.94,1005,25458,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43113,37115
041239,LEXINGTON HEALING ARTS ACADEMY,LEXINGTON,KY,405031932,PROPRIETARY LESS THAN 2 YEARS,513501,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,PASS,,4.7,947,20112,PASS,38.54,947,2457,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20112,14191
041241,ELITE COLLEGE OF COSMETOLOGY,LEXINGTON,TN,383511431,PROPRIETARY LESS THAN 2 YEARS,120401,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,,5.69,621,10908,PASS,100,621,0,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10908,10731
041247,AMBRIA COLLEGE OF NURSING,HOFFMAN ESTATES,IL,601923712,PROPRIETARY 2 TO 3 YEARS,513901,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,,3.17,1434,45113,PASS,5.22,1434,27458,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42941,45113
041250,GENTLE HEALING SCHOOL OF MASSAGE,CRANBURY,NJ,085123600,PROPRIETARY LESS THAN 2 YEARS,513501,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,PASS,,4.75,1325,27880,PASS,12.95,1325,10225,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27880,22855
