schoolname,for profit,tuition revenue per fte,branches,instructional expenditure per fte,faculty salary,under investigation,5 year declining balance,7 yr repayment completion,percent fafsa,percent pell grant,type
Paul Mitchell the School,for profit,9794.0,1,4589.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.5153374233,0.81595092,for profit
Pulse Beauty Academy,for profit,12118.0,1,4405.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.2764705882,0.623529412,for profit
Celebrity School of Beauty,for profit,10737.0,1,3345.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.2580645161,0.894009217,for profit
National Career College,for profit,14091.0,1,4988.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.2357142857,0.857142857,for profit
Urshan Graduate School of Theology,non profit,6424.0,1,8638.0,5023.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Emerald Coast Technical College,non profit,3061.0,1,7939.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4258064516,0.7237045962785821,non profit
Marchman Technical Education Center,non profit,683.0,1,2548.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.2862745098,0.7237045962785821,non profit
Daoist Traditions College of Chinese Medical Arts,for profit,14763.0,1,1722.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Portland Actors Conservatory,non profit,10928.0,1,10757.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Aviation Institute of Maintenance,for profit,13896.0,1,2089.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.2729885057,0.801724138,for profit
South Texas Training Center,for profit,9368.0,1,3346.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3636363636,0.953168044,for profit
Advanced Welding Institute,for profit,19493.0,1,7417.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.635294118,for profit
Paul Mitchell the School,for profit,9727.0,1,5111.0,6326.458815028902,no,0.4107142857,0.6995418344619443,0.5258426966,0.784269663,for profit
Tricoci University of Beauty Culture,for profit,12219.0,1,5037.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.455026455,0.767195767,for profit
Tricoci University of Beauty Culture,for profit,12377.0,1,5179.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4703557312,0.778656127,for profit
Tricoci University of Beauty Culture,for profit,11364.0,2,4707.5,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.5108359133,0.783281734,for profit
Tricoci University of Beauty Culture,for profit,9662.0,1,5279.0,6326.458815028902,no,0.5454545455,0.6995418344619443,0.4270833333,0.802083333,for profit
Tricoci University of Beauty Culture,for profit,10646.0,1,4802.0,6326.458815028902,no,0.4347826087,0.6995418344619443,0.4444444444,0.851851852,for profit
Casal Institute of Nevada,for profit,10821.0,1,5104.0,6326.458815028902,no,0.36,0.6995418344619443,0.4296875,0.7265625,for profit
Lake Lanier School of Massage,for profit,1069.0,1,4288.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3636363636,0.897727273,for profit
New Life Business Institute,for profit,16403.0,1,1082.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.1909547739,0.748743719,for profit
Beyond 21st Century Beauty Academy,for profit,6929.0,1,2754.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4210526316,0.7237045962785821,for profit
Denver School of Nursing,for profit,17242.0,1,6192.0,5937.0,no,0.49685005965531465,0.6995418344619443,0.4552469136,0.327160494,for profit
European Academy of Cosmetology and Hairdressing,for profit,9676.0,1,5654.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.6875,for profit
Medical Institute of Palm Beach,for profit,29853.0,1,6109.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3212121212,0.824242424,for profit
American Institute of Interior Design,for profit,10364.0,1,1944.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.619047619,for profit
CenterPoint Massage and Shiatsu Therapy School and Clinic,for profit,16473.0,1,7164.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.25,0.608695652,for profit
Paul Mitchell the School,for profit,6346.0,2,2546.5,6326.458815028902,no,0.5128205128,0.6995418344619443,0.4176954733,0.728395062,for profit
Paul Mitchell the School,for profit,9633.0,1,3536.0,6326.458815028902,yes,0.49685005965531465,0.6995418344619443,0.3661971831,0.76056338,for profit under investigation
Gary Manuel Aveda Institute,for profit,3422.0,1,2066.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3908629442,0.629441624,for profit
Homestead Schools,non profit,16306.0,1,5058.0,6326.458815028902,no,0.4545454545,0.6995418344619443,0.3846153846,0.83805668,non profit
Somerset County Technology Center,non profit,7089.0,1,17740.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.87037037,non profit
Profile Institute of Barber,for profit,5568.0,1,3447.0,6326.458815028902,yes,0.49685005965531465,0.6995418344619443,0.35,0.89,for profit under investigation
Golden State College of Court Reporting,for profit,8714.0,1,3045.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.434782609,for profit
RWM Fiber Optics,for profit,1909.0,1,2248.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
D & L Academy of Hair Design,for profit,2378.0,1,2695.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,for profit
Immokalee Technical College,non profit,2287.0,1,6566.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4210526316,0.7237045962785821,non profit
Keune Academy by 124,for profit,9590.0,1,3063.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3984962406,0.751879699,for profit
The Salon Professional Academy,for profit,12498.0,1,4416.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3172043011,0.731182796,for profit
Vanity School of Cosmetology,for profit,5746.0,1,7492.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.5051546392,0.7237045962785821,for profit
American Academy of Cosmetology,for profit,7723.0,1,636.0,6326.458815028902,yes,0.49685005965531465,0.6995418344619443,0.4347826087,0.864130435,for profit under investigation
My Le's Beauty College,for profit,4706.0,1,2089.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.15,0.7237045962785821,for profit
Bella Capelli Academy,for profit,10509.0,1,4968.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3571428571,0.568027211,for profit
The Temple,for profit,10380.0,1,2664.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.34765625,0.66796875,for profit
Columbia Gorge Community College,non profit,3338.0,1,7027.0,5940.0,no,0.49685005965531465,0.6995418344619443,0.4570928196,0.905429072,non profit
Carthage R9 School District,non profit,6278.0,1,10751.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.511627907,0.7237045962785821,non profit
Georgia Beauty Academy,for profit,5731.0,1,4920.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4233576642,0.7237045962785821,for profit
International Institute of Cosmetology,for profit,8098.0,1,7557.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.322147651,0.577181208,for profit
Astrodome Career Centers,for profit,9442.0,1,1924.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3271028037,0.7237045962785821,for profit
Paul Mitchell the School,for profit,7217.0,1,3414.0,6326.458815028902,yes,0.5438596491,0.6995418344619443,0.4399399399,0.791291291,for profit under investigation
Studio Academy of Beauty,for profit,9265.0,1,2740.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4368932039,0.843042071,for profit
Renaissance Academie,for profit,6961.0,1,3406.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3461538462,0.794871795,for profit
Southern Worcester County Regional Voc School District,non profit,11423.0,1,11218.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.62745098,non profit
Paul Mitchell the School,for profit,8869.0,1,4215.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.51953125,0.6640625,for profit
Bethel College,non profit,5041.0,1,1767.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
Providence Christian College,non profit,14481.0,1,20382.0,6088.0,no,0.49685005965531465,0.6995418344619443,0.6944444444,0.555555556,non profit
Carolina College of Biblical Studies,non profit,7528.0,1,3602.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.2747252747,0.879120879,non profit
Starting Points Inc,non profit,12759.0,1,15885.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
DuVall's School of Cosmetology,for profit,7116.0,1,2568.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.338028169,0.605633803,for profit
National Career Institute ,for profit,8853.526398000624,2,6255.355513901906,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.2409012132,0.980935875,for profit
Northwest School of Wooden Boat Building,non profit,11083.0,1,11558.0,4703.0,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.592592593,non profit
Institute of Medical Careers,for profit,3417.0,1,2613.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.3372093023,0.837209302,for profit
Oliver Finley Academy of Cosmetology,for profit,5473.0,1,2448.0,6326.458815028902,no,0.3157894737,0.6995418344619443,0.3953488372,0.757475083,for profit
Onondaga School of Therapeutic Massage,for profit,13003.0,2,2556.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.2023809524,0.623015873,for profit
Academy for Jewish Religion,non profit,16241.0,1,15273.0,6326.458815028902,no,0.49685005965531465,0.6995418344619443,0.4636515619105719,0.7237045962785821,non profit
